,name,genre,type,episodes,rating,members
7588,JaJa Uma! Quartet,Adventure,OVA,2,5.26,869
7588,JaJa Uma! Quartet,Comedy,OVA,2,5.26,869
7588,JaJa Uma! Quartet,Fantasy,OVA,2,5.26,869
7588,JaJa Uma! Quartet,Magic,OVA,2,5.26,869
7588,JaJa Uma! Quartet,Shounen,OVA,2,5.26,869
7589,Kiekaketa Monogataritachi no Tame ni,Dementia,Movie,1,5.26,448
7590,"Lies, Lies.",Music,Music,1,5.26,185
7592,Odin: Koushi Hansen Starlight,Action,Movie,1,5.26,1408
7592,Odin: Koushi Hansen Starlight,Adventure,Movie,1,5.26,1408
7592,Odin: Koushi Hansen Starlight,Drama,Movie,1,5.26,1408
7592,Odin: Koushi Hansen Starlight,Sci-Fi,Movie,1,5.26,1408
7593,Poker,Music,Music,1,5.26,311
7594,Potecco Babies,Comedy,ONA,2,5.26,184
7595,Saishuu Shiken Kujira,Comedy,ONA,12,5.26,3264
7595,Saishuu Shiken Kujira,Ecchi,ONA,12,5.26,3264
7595,Saishuu Shiken Kujira,Mystery,ONA,12,5.26,3264
7595,Saishuu Shiken Kujira,School,ONA,12,5.26,3264
7595,Saishuu Shiken Kujira,Supernatural,ONA,12,5.26,3264
7596,Sora no Momotarou,Adventure,Movie,1,5.26,525
7596,Sora no Momotarou,Comedy,Movie,1,5.26,525
7596,Sora no Momotarou,Military,Movie,1,5.26,525
7597,TANK S.W.A.T. 01,Mecha,OVA,1,5.26,1332
7598,The New A-Class.: Next Stage with YOU,Cars,ONA,1,5.24,342
7598,The New A-Class.: Next Stage with YOU,Music,ONA,1,5.24,342
7599,Tobacco wa Dasai,School,ONA,1,5.26,222
7599,Tobacco wa Dasai,Slice of Life,ONA,1,5.26,222
7600,Asylum Session,Sci-Fi,Movie,1,5.25,2678
7600,Asylum Session,Seinen,Movie,1,5.25,2678
7601,Houkago no Pleiades: Manner Movie,Magic,Movie,1,5.25,1773
7602,Karo to Piyobupt: Ouchi,Comedy,Movie,1,5.25,351
7603,Kitsune to Circus,Comedy,Movie,1,5.25,128
7603,Kitsune to Circus,Kids,Movie,1,5.25,128
7604,Master of Torque,Action,ONA,4,5.25,693
7604,Master of Torque,Sci-Fi,ONA,4,5.25,693
7605,Onaka no Ookina Ouji-sama,Music,Music,1,5.25,115
7606,Psychedelic Afternoon,Music,Music,1,5.25,462
7607,Sleepy,Dementia,Movie,1,5.25,111
7608,Yume,Dementia,Movie,1,5.25,127
7609,1+2=Paradise,Comedy,OVA,2,5.24,3459
7609,1+2=Paradise,Ecchi,OVA,2,5.24,3459
7609,1+2=Paradise,Harem,OVA,2,5.24,3459
7609,1+2=Paradise,Romance,OVA,2,5.24,3459
7609,1+2=Paradise,Seinen,OVA,2,5.24,3459
7610,Doubutsu Tonarigumi,Comedy,Movie,1,5.24,131
7610,Doubutsu Tonarigumi,Historical,Movie,1,5.24,131
7610,Doubutsu Tonarigumi,Kids,Movie,1,5.24,131
7611,Estima: Sense of Wonder,Comedy,ONA,13,5.24,127
7611,Estima: Sense of Wonder,Historical,ONA,13,5.24,127
7611,Estima: Sense of Wonder,Sci-Fi,ONA,13,5.24,127
7612,Numa no Taishou,Adventure,Movie,1,5.24,136
7612,Numa no Taishou,Comedy,Movie,1,5.24,136
7613,One: Kagayaku Kisetsu e,Drama,OVA,4,5.24,2285
7613,One: Kagayaku Kisetsu e,Supernatural,OVA,4,5.24,2285
7614,The Baby Birds of Norman McLaren,Music,Movie,1,5.24,208
7615,Choujin Gakuen Gowcaizer: The Voltage Fighters,Action,OVA,3,5.23,1627
7615,Choujin Gakuen Gowcaizer: The Voltage Fighters,Ecchi,OVA,3,5.23,1627
7615,Choujin Gakuen Gowcaizer: The Voltage Fighters,Martial Arts,OVA,3,5.23,1627
7615,Choujin Gakuen Gowcaizer: The Voltage Fighters,Sci-Fi,OVA,3,5.23,1627
7615,Choujin Gakuen Gowcaizer: The Voltage Fighters,Shounen,OVA,3,5.23,1627
7616,Goro-chan,Kids,Music,1,5.23,142
7616,Goro-chan,Music,Music,1,5.23,142
7617,Higenashi Gogejabaru,Comedy,Music,1,5.23,149
7617,Higenashi Gogejabaru,Fantasy,Music,1,5.23,149
7617,Higenashi Gogejabaru,Kids,Music,1,5.23,149
7617,Higenashi Gogejabaru,Music,Music,1,5.23,149
7618,Highway Jenny,Fantasy,OVA,1,5.23,677
7619,Ishindenshin Shiyou,Kids,Music,1,5.23,129
7619,Ishindenshin Shiyou,Music,Music,1,5.23,129
7620,Kago Shintarou Anime Sakuhin Shuu,Comedy,OVA,15,5.23,1551
7620,Kago Shintarou Anime Sakuhin Shuu,Dementia,OVA,15,5.23,1551
7620,Kago Shintarou Anime Sakuhin Shuu,Horror,OVA,15,5.23,1551
7620,Kago Shintarou Anime Sakuhin Shuu,Seinen,OVA,15,5.23,1551
7621,Kakumeiteki Broadway Shugisha Doumei,Music,Music,1,5.23,283
7622,Norakuro Nitouhei: Enshuu no Maki,Adventure,Movie,1,5.23,355
7623,Shinsetsu Kachikachi Yama,Action,Movie,1,5.23,147
7623,Shinsetsu Kachikachi Yama,Fantasy,Movie,1,5.23,147
7623,Shinsetsu Kachikachi Yama,Historical,Movie,1,5.23,147
7624,Columbos,Drama,Movie,1,5.22,132
7624,Columbos,Mystery,Movie,1,5.22,132
7624,Columbos,Police,Movie,1,5.22,132
7625,Dagram vs. Round-Facer,Mecha,Special,1,5.22,229
7625,Dagram vs. Round-Facer,Sci-Fi,Special,1,5.22,229
7625,Dagram vs. Round-Facer,Space,Special,1,5.22,229
7627,Kaeru San Yuushi,Adventure,Movie,1,5.22,140
7627,Kaeru San Yuushi,Comedy,Movie,1,5.22,140
7628,Kyutai Panic Adventure!,Action,Special,1,5.21,700
7628,Kyutai Panic Adventure!,Martial Arts,Special,1,5.21,700
7628,Kyutai Panic Adventure!,Shounen,Special,1,5.21,700
7628,Kyutai Panic Adventure!,Super Power,Special,1,5.21,700
7629,Nisou no Kuzu,Psychological,Movie,1,5.22,265
7630,Owari no Chronicle,Action,Special,1,5.22,1623
7630,Owari no Chronicle,Adventure,Special,1,5.22,1623
7630,Owari no Chronicle,Fantasy,Special,1,5.22,1623
7630,Owari no Chronicle,Sci-Fi,Special,1,5.22,1623
7631,Sankou to Tako: Hyakumanryou Chinsoudou,Action,Movie,1,5.22,369
7632,Sin in the Rain,Mystery,OVA,1,5.22,1674
7633,The Harmonic Gleam Vibration,Dementia,Movie,1,5.22,150
7634,Urmă (Zanzou),Music,Music,1,5.31,93
7634,Urmă (Zanzou),Supernatural,Music,1,5.31,93
7634,Urmă (Zanzou),Vampire,Music,1,5.31,93
7635,00:08,Dementia,Movie,1,5.21,2386
7636,Agukaru,Magic,ONA,5,5.21,955
7636,Agukaru,Slice of Life,ONA,5,5.21,955
7636,Agukaru,Supernatural,ONA,5,5.21,955
7637,Beppu x Peeping Life,Comedy,ONA,1,5.21,161
7637,Beppu x Peeping Life,Slice of Life,ONA,1,5.21,161
7638,First Kiss Monogatari,Drama,OVA,1,5.21,1878
7638,First Kiss Monogatari,Romance,OVA,1,5.21,1878
7639,Henna Omamesan,Comedy,Special,1,5.21,185
7639,Henna Omamesan,Parody,Special,1,5.21,185
7640,Kawaii Cook-san,Slice of Life,ONA,1,5.21,115
7641,Koro wa Yane no Ue,Music,Music,1,5.21,108
7642,Mugen Kouro,Action,ONA,4,5.21,891
7642,Mugen Kouro,Sci-Fi,ONA,4,5.21,891
7642,Mugen Kouro,Space,ONA,4,5.21,891
7643,Nido to Mezamenu Komori Uta,Dementia,Movie,1,5.21,591
7643,Nido to Mezamenu Komori Uta,Drama,Movie,1,5.21,591
7644,Yume no Kakera,Music,Music,1,5.21,776
7646,Dreaming Pupa: Yumemiru Bokura,Music,Music,1,5.2,96
7647,Tekkon Kinkreet Pilot,Action,Special,1,5.2,345
7647,Tekkon Kinkreet Pilot,Adventure,Special,1,5.2,345
7647,Tekkon Kinkreet Pilot,Psychological,Special,1,5.2,345
7647,Tekkon Kinkreet Pilot,Supernatural,Special,1,5.2,345
7648,Chou Kidou Densetsu DinaGiga,Mecha,OVA,2,5.19,596
7648,Chou Kidou Densetsu DinaGiga,Sci-Fi,OVA,2,5.19,596
7649,Kizuoibito,Action,OVA,5,5.19,524
7649,Kizuoibito,Adventure,OVA,5,5.19,524
7649,Kizuoibito,Seinen,OVA,5,5.19,524
7649,Kizuoibito,Thriller,OVA,5,5.19,524
7650,Mononoke Dance,Dementia,Music,1,5.19,568
7650,Mononoke Dance,Music,Music,1,5.19,568
7651,Ofuro no Kazoe Uta,Kids,Music,1,5.19,130
7651,Ofuro no Kazoe Uta,Music,Music,1,5.19,130
7652,Present Made no Michinori,Action,ONA,1,5.19,178
7652,Present Made no Michinori,Music,ONA,1,5.19,178
7653,Sakura,Fantasy,Movie,1,5.19,355
7654,Spacy,Dementia,Movie,1,5.14,131
7655,Tanjou: Debut,Romance,OVA,2,5.19,392
7655,Tanjou: Debut,Slice of Life,OVA,2,5.19,392
7655,Tanjou: Debut,Supernatural,OVA,2,5.19,392
7656,Tokyo Loop,Comedy,Movie,1,5.19,787
7656,Tokyo Loop,Dementia,Movie,1,5.19,787
7657,Usagi to Kame,Fantasy,Movie,1,5.19,185
7658,Doubutsu Mura no Sports Day,Action,Movie,1,5.18,448
7659,Hell Target,Horror,OVA,1,5.18,629
7659,Hell Target,Sci-Fi,OVA,1,5.18,629
7659,Hell Target,Space,OVA,1,5.18,629
7660,Momotarou no Umiwashi,Historical,Movie,1,5.18,569
7660,Momotarou no Umiwashi,Kids,Movie,1,5.18,569
7660,Momotarou no Umiwashi,Military,Movie,1,5.18,569
7661,Spelunker Sensei,Comedy,OVA,1,5.18,1976
7662,Ashiaraiyashiki no Juunin-tachi.,Action,OVA,1,5.17,1604
7662,Ashiaraiyashiki no Juunin-tachi.,Fantasy,OVA,1,5.17,1604
7662,Ashiaraiyashiki no Juunin-tachi.,Seinen,OVA,1,5.17,1604
7662,Ashiaraiyashiki no Juunin-tachi.,Supernatural,OVA,1,5.17,1604
7663,Avignon no Hashi de,Kids,Music,1,5.17,234
7663,Avignon no Hashi de,Music,Music,1,5.17,234
7664,Doubutsu Mura no Daisodou,Action,Movie,1,5.17,355
7665,Mayo Elle Otoko no Ko,Comedy,OVA,1,5.17,820
7665,Mayo Elle Otoko no Ko,School,OVA,1,5.17,820
7666,Nougyou Musume!,Comedy,Special,1,5.17,1133
7667,PES: Peace Eco Smile - Drive your Heart,Cars,ONA,1,5.16,449
7667,PES: Peace Eco Smile - Drive your Heart,Romance,ONA,1,5.16,449
7667,PES: Peace Eco Smile - Drive your Heart,Sci-Fi,ONA,1,5.16,449
7668,Salad Land,Fantasy,ONA,1,5.17,168
7669,Banana Mura ni Ame ga Furu,Kids,Music,1,5.16,113
7669,Banana Mura ni Ame ga Furu,Music,Music,1,5.16,113
7670,Cipher,Drama,OVA,1,5.15,2535
7670,Cipher,Music,OVA,1,5.15,2535
7671,Mura Matsuri,Music,Movie,1,5.16,997
7672,Ni-hiki no Sanma,Comedy,Movie,1,5.16,344
7673,Norakuro Nitouhei: Kyouren no Maki,Action,Movie,1,5.16,359
7673,Norakuro Nitouhei: Kyouren no Maki,Adventure,Movie,1,5.16,359
7674,Oshiruko,Comedy,ONA,1,5.16,749
7675,Shiawase no Uta,Historical,Music,1,5.16,96
7675,Shiawase no Uta,Kids,Music,1,5.16,96
7675,Shiawase no Uta,Music,Music,1,5.16,96
7676,12-gatsu no Uta,Kids,Movie,1,5.15,193
7677,Ahiru no Otegara,Adventure,Movie,1,5.15,748
7678,Amada Anime Series: Super Mario Brothers,Adventure,OVA,3,5.15,1552
7678,Amada Anime Series: Super Mario Brothers,Comedy,OVA,3,5.15,1552
7678,Amada Anime Series: Super Mario Brothers,Shounen,OVA,3,5.15,1552
7679,Gunnm 3D Special,Action,OVA,1,5.15,1014
7679,Gunnm 3D Special,Sci-Fi,OVA,1,5.15,1014
7679,Gunnm 3D Special,Sports,OVA,1,5.15,1014
7680,Kanzen Shouri Daiteiou,Action,OVA,1,5.15,333
7680,Kanzen Shouri Daiteiou,Adventure,OVA,1,5.15,333
7680,Kanzen Shouri Daiteiou,Kids,OVA,1,5.15,333
7680,Kanzen Shouri Daiteiou,Mecha,OVA,1,5.15,333
7680,Kanzen Shouri Daiteiou,Sci-Fi,OVA,1,5.15,333
7681,Ooatari Sora no Entaku,Comedy,Movie,1,5.15,461
7682,Sorette♡Dakara ne!,Slice of Life,ONA,1,5.15,1223
7683,Super Express Mazinger 7,Mecha,Movie,1,5.15,362
7683,Super Express Mazinger 7,Sci-Fi,Movie,1,5.15,362
7684,Taku Boda,Dementia,Movie,1,5.15,115
7686,Issunboushi: Chibisuke Monogatari,Action,Movie,1,5.14,445
7686,Issunboushi: Chibisuke Monogatari,Samurai,Movie,1,5.14,445
7687,Kuma ni Kuwarenu Otoko,Adventure,Movie,1,5.14,322
7687,Kuma ni Kuwarenu Otoko,Music,Movie,1,5.14,322
7688,MD Geist II: Death Force,Mecha,OVA,1,5.14,4344
7688,MD Geist II: Death Force,Military,OVA,1,5.14,4344
7688,MD Geist II: Death Force,Sci-Fi,OVA,1,5.14,4344
7689,Ojousama Sousamou,Action,OVA,1,5.14,1427
7689,Ojousama Sousamou,Comedy,OVA,1,5.14,1427
7689,Ojousama Sousamou,Mystery,OVA,1,5.14,1427
7689,Ojousama Sousamou,Police,OVA,1,5.14,1427
7690,Omoide no Album,Kids,Music,1,5.14,205
7690,Omoide no Album,Music,Music,1,5.14,205
7690,Omoide no Album,School,Music,1,5.14,205
7690,Omoide no Album,Slice of Life,Music,1,5.14,205
7691,Peeping Life Specials,Comedy,Special,2,5.14,260
7691,Peeping Life Specials,Slice of Life,Special,2,5.14,260
7692,Symphonic Variations,Music,Music,1,5.14,121
7693,Armored Core: Fort Tower Song,Action,ONA,1,5.13,903
7693,Armored Core: Fort Tower Song,Mecha,ONA,1,5.13,903
7693,Armored Core: Fort Tower Song,Sci-Fi,ONA,1,5.13,903
7694,Chou Henshin Cosprayers Specials,Adventure,Special,3,5.13,1480
7694,Chou Henshin Cosprayers Specials,Comedy,Special,3,5.13,1480
7694,Chou Henshin Cosprayers Specials,Magic,Special,3,5.13,1480
7694,Chou Henshin Cosprayers Specials,Sci-Fi,Special,3,5.13,1480
7695,Clarinet Kowashichatta,Music,Music,1,5.13,111
7696,Computer Obaachan,Adventure,Music,1,5.13,161
7696,Computer Obaachan,Comedy,Music,1,5.13,161
7696,Computer Obaachan,Kids,Music,1,5.13,161
7696,Computer Obaachan,Music,Music,1,5.13,161
7696,Computer Obaachan,Sci-Fi,Music,1,5.13,161
7696,Computer Obaachan,Space,Music,1,5.13,161
7697,Funny Pets,Comedy,TV,12,5.13,361
7698,Ganso Banana no Tamashii,Kids,Music,1,5.13,108
7698,Ganso Banana no Tamashii,Music,Music,1,5.13,108
7699,Kaidan,Supernatural,Movie,1,5.13,293
7700,Legend of Duo,Drama,TV,12,5.13,6991
7700,Legend of Duo,Shounen Ai,TV,12,5.13,6991
7700,Legend of Duo,Supernatural,TV,12,5.13,6991
7700,Legend of Duo,Vampire,TV,12,5.13,6991
7701,Playground,Dementia,Movie,1,5.11,195
7702,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,5.13,202
7703,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,5.12,137
7704,Anima,Music,Movie,1,5.12,952
7705,B.B. Fish,Drama,OVA,1,5.12,835
7705,B.B. Fish,Romance,OVA,1,5.12,835
7705,B.B. Fish,Seinen,OVA,1,5.12,835
7706,Katsugeki Shoujo Tanteidan,Action,OVA,1,5.12,557
7706,Katsugeki Shoujo Tanteidan,Comedy,OVA,1,5.12,557
7706,Katsugeki Shoujo Tanteidan,School,OVA,1,5.12,557
7707,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,Action,OVA,1,5.12,3259
7707,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,Shoujo,OVA,1,5.12,3259
7709,Natsumi Step!,Music,Music,1,5.12,136
7710,Osakana wa Ami no Naka,Drama,OVA,1,5.12,5435
7710,Osakana wa Ami no Naka,Shounen Ai,OVA,1,5.12,5435
7711,Robot Taekwon V,Action,Movie,1,5.11,191
7711,Robot Taekwon V,Mecha,Movie,1,5.11,191
7712,Seiyuu Deka,Comedy,ONA,1,5.12,170
7712,Seiyuu Deka,Magic,ONA,1,5.12,170
7713,Aoki Seimei Hoken,Comedy,Special,1,5.11,158
7714,Chou Henshin Cosprayers,Action,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Adventure,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Comedy,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Ecchi,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Fantasy,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Magic,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Sci-Fi,TV,8,5.11,5555
7714,Chou Henshin Cosprayers,Super Power,TV,8,5.11,5555
7715,Coffee Tadaiku,Slice of Life,Movie,1,5.11,413
7717,Hand Soap,Dementia,Movie,1,5.11,246
7717,Hand Soap,Psychological,Movie,1,5.11,246
7718,Haru no Ashioto The Movie: Ourin Dakkan,Action,Movie,1,5.11,1243
7718,Haru no Ashioto The Movie: Ourin Dakkan,Comedy,Movie,1,5.11,1243
7718,Haru no Ashioto The Movie: Ourin Dakkan,School,Movie,1,5.11,1243
7719,Kenju Giga,Parody,Movie,1,5.11,480
7719,Kenju Giga,Psychological,Movie,1,5.11,480
7720,3-tsu no Kumo,Dementia,Movie,3,5.1,918
7721,Genma Taisen,Action,Movie,1,5.1,2055
7721,Genma Taisen,Adventure,Movie,1,5.1,2055
7721,Genma Taisen,Comedy,Movie,1,5.1,2055
7721,Genma Taisen,Drama,Movie,1,5.1,2055
7721,Genma Taisen,Mecha,Movie,1,5.1,2055
7721,Genma Taisen,Sci-Fi,Movie,1,5.1,2055
7721,Genma Taisen,Shounen,Movie,1,5.1,2055
7722,Instant Music,Music,Music,1,5.1,164
7723,JRA Hokan Keikaku,Action,ONA,3,5.1,924
7723,JRA Hokan Keikaku,Mecha,ONA,3,5.1,924
7724,Kore ga UFO da! Soratobu Enban,Sci-Fi,Movie,1,5.1,518
7724,Kore ga UFO da! Soratobu Enban,Space,Movie,1,5.1,518
7725,Tousan no Tsukutta Uta,Fantasy,Music,1,5.1,205
7725,Tousan no Tsukutta Uta,Music,Music,1,5.1,205
7726,Waanabi.jk,Comedy,Special,2,5.1,579
7726,Waanabi.jk,School,Special,2,5.1,579
7726,Waanabi.jk,Slice of Life,Special,2,5.1,579
7727,"Yasashii Fue, Tori, Ishi",Dementia,Movie,1,5.1,139
7728,Beluga,Dementia,Movie,1,5.09,330
7728,Beluga,Horror,Movie,1,5.09,330
7729,Kitte no Nai Okurimono,Kids,Music,1,5.09,223
7729,Kitte no Nai Okurimono,Music,Music,1,5.09,223
7730,Norakuro Gochou,Adventure,Movie,1,5.09,444
7731,Shoujouji no Tanuki-bayashi Ban Danemon,Supernatural,Movie,1,5.09,628
7732,Tengu Taiji,Comedy,Movie,1,5.09,501
7733,Yoru no Hi,Psychological,Movie,1,5.07,357
7734,Blue Remains,Adventure,Movie,1,5.08,304
7734,Blue Remains,Sci-Fi,Movie,1,5.08,304
7735,Cherry Blossom (Music),Music,Music,1,5.08,113
7736,Double Circle,Sci-Fi,ONA,6,5.08,4249
7736,Double Circle,Super Power,ONA,6,5.08,4249
7737,Kuchao,Dementia,Movie,1,5.08,184
7739,Peaceful Times (F02) Petit Film,Music,Music,1,5.07,1650
7740,The Chocolate Panic Picture Show,Dementia,OVA,1,5.08,1024
7740,The Chocolate Panic Picture Show,Psychological,OVA,1,5.08,1024
7741,Urashima Tarou,Historical,Movie,1,5.08,409
7742,Yomiuri Shimbun,Historical,Special,1,5.08,314
7743,Aru Zombie Shoujo no Sainan,Action,Special,1,5.07,360
7743,Aru Zombie Shoujo no Sainan,Horror,Special,1,5.07,360
7744,Metropolitan Museum,Fantasy,Music,1,5.07,242
7744,Metropolitan Museum,Kids,Music,1,5.07,242
7744,Metropolitan Museum,Music,Music,1,5.07,242
7745,Oyoge ya Oyoge,Sports,Movie,1,5.07,349
7746,PuriGorota: Uchuu no Yuujou Daibouken,Adventure,OVA,1,5.07,2068
7746,PuriGorota: Uchuu no Yuujou Daibouken,Kids,OVA,1,5.07,2068
7746,PuriGorota: Uchuu no Yuujou Daibouken,Sci-Fi,OVA,1,5.07,2068
7747,Susume! Gachimuchi Sankyoudai,Comedy,ONA,1,5.07,132
7748,The Humanoid: Ai no Wakusei Lezeria,Drama,OVA,1,5.07,872
7748,The Humanoid: Ai no Wakusei Lezeria,Mecha,OVA,1,5.07,872
7748,The Humanoid: Ai no Wakusei Lezeria,Sci-Fi,OVA,1,5.07,872
7748,The Humanoid: Ai no Wakusei Lezeria,Space,OVA,1,5.07,872
7749,&quot;0&quot;,Music,Music,1,5.06,1170
7750,3-Nen D-Gumi Glass no Kamen,Comedy,TV,13,5.06,836
7750,3-Nen D-Gumi Glass no Kamen,Parody,TV,13,5.06,836
7750,3-Nen D-Gumi Glass no Kamen,School,TV,13,5.06,836
7751,Akuma no Kairozu,Dementia,Movie,1,5.06,131
7752,Kennel Tokorozawa,Comedy,OVA,1,5.06,535
7752,Kennel Tokorozawa,Ecchi,OVA,1,5.06,535
7752,Kennel Tokorozawa,School,OVA,1,5.06,535
7753,Kiseichuu no Ichiya,Dementia,Movie,1,5.06,1046
7753,Kiseichuu no Ichiya,Horror,Movie,1,5.06,1046
7754,Saru to Kani no Gassen,Drama,Movie,1,5.06,200
7755,Shogi Hour,Comedy,ONA,1,5.06,416
7755,Shogi Hour,Game,ONA,1,5.06,416
7755,Shogi Hour,Parody,ONA,1,5.06,416
7756,The Green Wind,Fantasy,Special,1,5.06,295
7757,Umacha,Slice of Life,Special,2,5.06,748
7758,Yami wo Mitsumeru Hane,Dementia,Movie,1,5.06,500
7761,Chinkoroheibei Tamatebako,Comedy,Movie,1,5.05,350
7761,Chinkoroheibei Tamatebako,Fantasy,Movie,1,5.05,350
7761,Chinkoroheibei Tamatebako,Kids,Movie,1,5.05,350
7762,Maabou no Kinoshita Toukichirou,Samurai,Movie,1,5.05,442
7763,Vie Durant,Drama,ONA,8,5.05,794
7763,Vie Durant,Sci-Fi,ONA,8,5.05,794
7763,Vie Durant,Vampire,ONA,8,5.05,794
7764,BAR Kiraware Yasai,Comedy,TV,13,5.04,1785
7765,Furudera no Obake-soudou,Action,Movie,1,5.04,531
7765,Furudera no Obake-soudou,Adventure,Movie,1,5.04,531
7766,Hakubutsushi,Dementia,Movie,1,5.04,191
7767,Ishida to Asakura Special,Comedy,Special,1,5.04,2334
7767,Ishida to Asakura Special,School,Special,1,5.04,2334
7767,Ishida to Asakura Special,Seinen,Special,1,5.04,2334
7768,Many Mary,Music,Music,1,5.04,153
7769,Noisy Birth,Dementia,Music,1,5.04,3279
7769,Noisy Birth,Music,Music,1,5.04,3279
7770,Otogi no Kuni no Birthday,Kids,Music,1,5.04,144
7770,Otogi no Kuni no Birthday,Music,Music,1,5.04,144
7771,Yakusoku,Dementia,Movie,1,5.04,107
7772,Ainone,Drama,Music,1,5.03,136
7772,Ainone,Music,Music,1,5.03,136
7773,Arigatou Thank You,Comedy,Music,1,5.03,291
7773,Arigatou Thank You,Kids,Music,1,5.03,291
7773,Arigatou Thank You,Music,Music,1,5.03,291
7773,Arigatou Thank You,Sci-Fi,Music,1,5.03,291
7773,Arigatou Thank You,Space,Music,1,5.03,291
7774,Chirico,Dementia,Movie,1,5.03,164
7775,Dambo,Fantasy,Music,1,5.03,316
7775,Dambo,Music,Music,1,5.03,316
7776,Ski Jumping Pairs: Road to Torino 2006,Comedy,Movie,1,5.03,187
7776,Ski Jumping Pairs: Road to Torino 2006,Sports,Movie,1,5.03,187
7777,A Play,Music,Music,1,5.02,185
7778,Kerorinpasu,Music,ONA,1,5.02,98
7779,MTV Japan Station ID,Music,Special,2,5.02,147
7780,Quantum Leap,Action,Music,1,5.02,184
7780,Quantum Leap,Music,Music,1,5.02,184
7781,Rule,Dementia,Movie,1,5.02,106
7782,Cherry no Manma,Comedy,OVA,1,5.01,1061
7782,Cherry no Manma,Romance,OVA,1,5.01,1061
7782,Cherry no Manma,Shoujo,OVA,1,5.01,1061
7783,Comics,Dementia,Movie,1,5.02,160
7784,De:vadasy,Action,OVA,3,5.01,1269
7784,De:vadasy,Ecchi,OVA,3,5.01,1269
7784,De:vadasy,Mecha,OVA,3,5.01,1269
7784,De:vadasy,Psychological,OVA,3,5.01,1269
7785,Dracula no Uta,Kids,Music,1,5.01,246
7785,Dracula no Uta,Music,Music,1,5.01,246
7785,Dracula no Uta,Vampire,Music,1,5.01,246
7786,Mr. Empty,Music,Music,1,5.01,92
7787,Ai Sky Tree 21,Action,ONA,1,5.0,137
7788,Hana,Comedy,Movie,1,5.0,207
7789,Ichigeki Sacchuu!! Hoihoi-san: Legacy,Comedy,ONA,1,5.0,475
7789,Ichigeki Sacchuu!! Hoihoi-san: Legacy,Sci-Fi,ONA,1,5.0,475
7790,Kitte no Gensou,Comedy,Movie,1,5.0,428
7791,Papillon Rose,Comedy,TV,6,5.0,1817
7791,Papillon Rose,Ecchi,TV,6,5.0,1817
7791,Papillon Rose,Magic,TV,6,5.0,1817
7791,Papillon Rose,Parody,TV,6,5.0,1817
7792,Beautiful Name,Kids,Movie,1,4.99,116
7793,Chagama Ondo,Comedy,Movie,1,4.99,322
7793,Chagama Ondo,Supernatural,Movie,1,4.99,322
7794,Fantastic Cell,Dementia,Movie,1,4.99,220
7795,Animal Dance,Dementia,Movie,1,4.98,412
7795,Animal Dance,Music,Movie,1,4.98,412
7796,Hibari no Yadogae,Action,Movie,1,4.98,519
7797,Issho ni Training Ofuro: Bathtime with Hinako &amp; Hiyoko,Ecchi,OVA,1,4.98,5779
7797,Issho ni Training Ofuro: Bathtime with Hinako &amp; Hiyoko,Sports,OVA,1,4.98,5779
7798,Portrait,Dementia,Movie,1,4.98,112
7799,Jigazou,Comedy,Movie,1,4.97,1152
7800,Lingerie Senshi Papillon Rose,Ecchi,OVA,1,4.97,4017
7800,Lingerie Senshi Papillon Rose,Magic,OVA,1,4.97,4017
7800,Lingerie Senshi Papillon Rose,Parody,OVA,1,4.97,4017
7800,Lingerie Senshi Papillon Rose,Sci-Fi,OVA,1,4.97,4017
7801,Raja Maharaja,Music,Music,1,4.97,183
7801,Raja Maharaja,Slice of Life,Music,1,4.97,183
7802,Arcade Gamer Fubuki Extra,Action,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,Adventure,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,Comedy,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,Ecchi,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,Game,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,Parody,Special,1,4.96,1039
7802,Arcade Gamer Fubuki Extra,School,Special,1,4.96,1039
7803,Kokka Kimigayo,Historical,Movie,1,4.96,755
7803,Kokka Kimigayo,Music,Movie,1,4.96,755
7804,Navia Dratp,Fantasy,ONA,5,4.96,281
7804,Navia Dratp,Music,ONA,5,4.96,281
7805,Nouryou Anime: Denkyuu Ika Matsuri,Dementia,Movie,1,4.96,234
7805,Nouryou Anime: Denkyuu Ika Matsuri,Horror,Movie,1,4.96,234
7805,Nouryou Anime: Denkyuu Ika Matsuri,Psychological,Movie,1,4.96,234
7806,Tokyogurashi!,Music,ONA,1,4.97,1331
7806,Tokyogurashi!,Parody,ONA,1,4.97,1331
7807,Hanabeam,Music,Music,1,4.95,290
